,cityid,cityname,stateabbrev,statename,statefips,city_pop2019,year,month,day,case_count,new_case_count,case_rate,new_case_rate,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
741,9,Seattle,WA,Washington,53,2252782,2020,7,11,11773,139,523.0,6.26,-0.293,-0.114,0.6559999999999999,-0.49,-0.456,0.151,-0.17300000000000001
942,13,Detroit,MI,Michigan,26,1749343,2020,7,11,23922,87,1367.0,6.33,-0.0814,-0.0429,,-0.297,-0.33299999999999996,0.0714,-0.0756
1143,21,San Francisco,CA,California,6,881549,2020,7,11,4429,110,502.0,10.5,-0.59,-0.267,-0.151,-0.654,-0.531,0.221,-0.26
1344,25,Boston,MA,Massachusetts,25,803907,2020,7,11,20272,44,2522.0,5.33,-0.39399999999999996,-0.161,0.387,-0.617,-0.446,0.14300000000000002,-0.16699999999999998
1545,28,Denver,CO,Colorado,8,727211,2020,7,11,7832,73,1077.0,10.1,-0.271,-0.0271,0.38,-0.473,-0.374,0.0957,-0.109
1746,38,Miami,FL,Florida,12,2716940,2020,7,11,60867,2527,2240.0,84.9,-0.309,-0.151,-0.48100000000000004,-0.527,-0.327,0.14400000000000002,-0.175
1947,48,Honolulu,HI,Hawaii,15,974563,2020,7,11,905,38,92.9,2.71,-0.299,-0.14,-0.24600000000000002,-0.534,-0.311,0.121,-0.145
137,1,Los Angeles,CA,California,6,10039107,2020,7,10,127358,2620,1269.0,24.3,-0.31,-0.10300000000000001,-0.0657,-0.384,-0.34700000000000003,0.133,-0.16
338,2,New York City,NY,New York,36,8336817,2020,7,10,223078,355,2676.0,3.51,-0.379,-0.11599999999999999,0.365,-0.46799999999999997,-0.43200000000000005,0.145,-0.16899999999999998
539,7,Dallas,TX,Texas,48,2635516,2020,7,10,31525,1164,1196.0,42.6,-0.21100000000000002,-0.08,0.0914,-0.32299999999999995,-0.353,0.11599999999999999,-0.13699999999999998
740,9,Seattle,WA,Washington,53,2252782,2020,7,10,11634,146,516.0,5.79,-0.3,-0.11900000000000001,0.569,-0.496,-0.46,0.154,-0.17800000000000002
941,13,Detroit,MI,Michigan,26,1749343,2020,7,10,23835,110,1363.0,6.18,-0.08,-0.0429,,-0.3,-0.33899999999999997,0.0729,-0.0781
1142,21,San Francisco,CA,California,6,881549,2020,7,10,4319,171,490.0,9.67,-0.597,-0.273,-0.171,-0.653,-0.536,0.223,-0.262
1343,25,Boston,MA,Massachusetts,25,803907,2020,7,10,20228,56,2516.0,5.19,-0.40399999999999997,-0.16699999999999998,0.33,-0.623,-0.449,0.14400000000000002,-0.17
1544,28,Denver,CO,Colorado,8,727211,2020,7,10,7759,108,1067.0,9.37,-0.271,-0.0286,0.40399999999999997,-0.473,-0.374,0.0957,-0.109
1745,38,Miami,FL,Florida,12,2716940,2020,7,10,58340,2380,2147.0,84.3,-0.3,-0.147,-0.457,-0.516,-0.32299999999999995,0.14,-0.16699999999999998
1946,48,Honolulu,HI,Hawaii,15,974563,2020,7,10,867,25,89.0,2.43,-0.29600000000000004,-0.141,-0.23399999999999999,-0.536,-0.314,0.12,-0.14300000000000002
136,1,Los Angeles,CA,California,6,10039107,2020,7,9,124738,1734,1243.0,24.3,-0.31,-0.107,-0.0629,-0.381,-0.34600000000000003,0.131,-0.158
337,2,New York City,NY,New York,36,8336817,2020,7,9,222723,279,2672.0,3.69,-0.36200000000000004,-0.0885,0.508,-0.456,-0.42700000000000005,0.138,-0.163
538,7,Dallas,TX,Texas,48,2635516,2020,7,9,30361,1201,1152.0,42.1,-0.21100000000000002,-0.0771,0.0986,-0.32,-0.35,0.11599999999999999,-0.13699999999999998
739,9,Seattle,WA,Washington,53,2252782,2020,7,9,11488,167,510.0,5.64,-0.304,-0.121,0.5670000000000001,-0.494,-0.461,0.154,-0.17800000000000002
940,13,Detroit,MI,Michigan,26,1749343,2020,7,9,23725,104,1356.0,5.8,-0.0729,-0.0329,,-0.29100000000000004,-0.337,0.07,-0.0754
1141,21,San Francisco,CA,California,6,881549,2020,7,9,4148,74,471.0,6.9,-0.601,-0.276,-0.16899999999999998,-0.6509999999999999,-0.536,0.22399999999999998,-0.264
1342,25,Boston,MA,Massachusetts,25,803907,2020,7,9,20172,52,2509.0,4.98,-0.406,-0.16699999999999998,0.369,-0.624,-0.449,0.14400000000000002,-0.17
1543,28,Denver,CO,Colorado,8,727211,2020,7,9,7651,88,1052.0,8.31,-0.27699999999999997,-0.04,0.369,-0.474,-0.373,0.0971,-0.11
1744,38,Miami,FL,Florida,12,2716940,2020,7,9,55960,1987,2060.0,82.5,-0.293,-0.141,-0.439,-0.51,-0.317,0.13699999999999998,-0.165
1945,48,Honolulu,HI,Hawaii,15,974563,2020,7,9,842,34,86.4,2.43,-0.294,-0.141,-0.22899999999999998,-0.536,-0.314,0.12,-0.14300000000000002
135,1,Los Angeles,CA,California,6,10039107,2020,7,8,123004,2465,1225.0,24.9,-0.304,-0.0986,-0.06,-0.376,-0.34700000000000003,0.129,-0.155
336,2,New York City,NY,New York,36,8336817,2020,7,8,222444,288,2668.0,3.94,-0.35600000000000004,-0.0823,0.512,-0.455,-0.42700000000000005,0.13699999999999998,-0.161
537,7,Dallas,TX,Texas,48,2635516,2020,7,8,29160,1029,1106.0,39.5,-0.204,-0.07,0.0814,-0.316,-0.35100000000000003,0.114,-0.135
738,9,Seattle,WA,Washington,53,2252782,2020,7,8,11321,113,503.0,6.11,-0.297,-0.11,0.563,-0.491,-0.46299999999999997,0.151,-0.175
939,13,Detroit,MI,Michigan,26,1749343,2020,7,8,23621,162,1350.0,6.06,-0.06,-0.0171,,-0.28300000000000003,-0.33899999999999997,0.0671,-0.0725
1140,21,San Francisco,CA,California,6,881549,2020,7,8,4074,51,462.0,6.85,-0.597,-0.26899999999999996,-0.16699999999999998,-0.65,-0.536,0.22,-0.26
1341,25,Boston,MA,Massachusetts,25,803907,2020,7,8,20120,72,2503.0,4.74,-0.397,-0.157,0.384,-0.62,-0.449,0.141,-0.16699999999999998
1542,28,Denver,CO,Colorado,8,727211,2020,7,8,7563,86,1040.0,8.13,-0.27,-0.0329,0.364,-0.474,-0.374,0.0943,-0.107
1743,38,Miami,FL,Florida,12,2716940,2020,7,8,53973,2916,1987.0,84.2,-0.284,-0.139,-0.436,-0.507,-0.316,0.134,-0.162
1944,48,Honolulu,HI,Hawaii,15,974563,2020,7,8,808,20,82.9,2.18,-0.284,-0.127,-0.217,-0.531,-0.316,0.11900000000000001,-0.141
134,1,Los Angeles,CA,California,6,10039107,2020,7,7,120539,3969,1201.0,24.2,-0.299,-0.0971,-0.0629,-0.373,-0.34600000000000003,0.127,-0.154
335,2,New York City,NY,New York,36,8336817,2020,7,7,222156,274,2665.0,3.96,-0.353,-0.0821,0.514,-0.455,-0.42700000000000005,0.13699999999999998,-0.161
536,7,Dallas,TX,Texas,48,2635516,2020,7,7,28131,1077,1067.0,36.8,-0.19899999999999998,-0.0629,0.0814,-0.311,-0.35,0.113,-0.134
737,9,Seattle,WA,Washington,53,2252782,2020,7,7,11208,66,498.0,6.4,-0.297,-0.109,0.491,-0.493,-0.46299999999999997,0.151,-0.175
938,13,Detroit,MI,Michigan,26,1749343,2020,7,7,23459,176,1341.0,5.46,-0.0486,-0.0042899999999999995,,-0.27699999999999997,-0.337,0.0643,-0.0693
1139,21,San Francisco,CA,California,6,881549,2020,7,7,4023,28,456.0,6.76,-0.596,-0.263,-0.17300000000000001,-0.649,-0.536,0.21899999999999997,-0.258
1340,25,Boston,MA,Massachusetts,25,803907,2020,7,7,20048,34,2494.0,4.07,-0.39399999999999996,-0.156,0.371,-0.62,-0.449,0.14,-0.165
1541,28,Denver,CO,Colorado,8,727211,2020,7,7,7477,85,1028.0,7.58,-0.264,-0.0314,0.364,-0.473,-0.373,0.0929,-0.105
1742,38,Miami,FL,Florida,12,2716940,2020,7,7,51057,2066,1879.0,74.9,-0.27699999999999997,-0.13699999999999998,-0.43,-0.507,-0.313,0.133,-0.16
1943,48,Honolulu,HI,Hawaii,15,974563,2020,7,7,788,38,80.9,1.99,-0.27899999999999997,-0.12300000000000001,-0.21,-0.53,-0.313,0.11699999999999999,-0.14
133,1,Los Angeles,CA,California,6,10039107,2020,7,6,116570,1577,1161.0,22.5,-0.29600000000000004,-0.1,-0.0643,-0.374,-0.34299999999999997,0.126,-0.152
334,2,New York City,NY,New York,36,8336817,2020,7,6,221882,245,2661.0,3.79,-0.354,-0.0878,0.505,-0.457,-0.426,0.138,-0.162
535,7,Dallas,TX,Texas,48,2635516,2020,7,6,27054,1214,1027.0,34.2,-0.19399999999999998,-0.0614,0.0857,-0.311,-0.34600000000000003,0.11,-0.131
736,9,Seattle,WA,Washington,53,2252782,2020,7,6,11142,126,495.0,6.79,-0.297,-0.11,0.469,-0.49700000000000005,-0.46,0.151,-0.175
937,13,Detroit,MI,Michigan,26,1749343,2020,7,6,23283,77,1331.0,4.88,-0.04,0.00286,,-0.27699999999999997,-0.33299999999999996,0.0629,-0.0679
1138,21,San Francisco,CA,California,6,881549,2020,7,6,3995,131,453.0,6.98,-0.596,-0.264,-0.17300000000000001,-0.649,-0.5329999999999999,0.217,-0.257
1339,25,Boston,MA,Massachusetts,25,803907,2020,7,6,20014,29,2490.0,3.89,-0.4,-0.163,0.299,-0.629,-0.447,0.14300000000000002,-0.168
1540,28,Denver,CO,Colorado,8,727211,2020,7,6,7392,48,1016.0,6.42,-0.259,-0.0329,0.373,-0.47700000000000004,-0.369,0.0914,-0.10400000000000001
1741,38,Miami,FL,Florida,12,2716940,2020,7,6,48991,1981,1803.0,72.4,-0.27399999999999997,-0.139,-0.426,-0.509,-0.309,0.131,-0.159
1942,48,Honolulu,HI,Hawaii,15,974563,2020,7,6,750,6,77.0,1.64,-0.276,-0.12,-0.204,-0.5329999999999999,-0.31,0.11699999999999999,-0.14
132,1,Los Angeles,CA,California,6,10039107,2020,7,5,114993,1496,1145.0,24.3,-0.303,-0.113,-0.0843,-0.38,-0.349,0.127,-0.155
333,2,New York City,NY,New York,36,8336817,2020,7,5,221637,242,2659.0,3.69,-0.35,-0.0877,0.556,-0.455,-0.429,0.133,-0.154
534,7,Dallas,TX,Texas,48,2635516,2020,7,5,25840,1062,980.0,30.8,-0.201,-0.0729,0.0843,-0.313,-0.349,0.107,-0.129
735,9,Seattle,WA,Washington,53,2252782,2020,7,5,11016,230,489.0,7.06,-0.301,-0.121,0.499,-0.5,-0.46299999999999997,0.149,-0.168
936,13,Detroit,MI,Michigan,26,1749343,2020,7,5,23206,59,1327.0,4.58,-0.0514,-0.0114,,-0.281,-0.341,0.0629,-0.0679
1137,21,San Francisco,CA,California,6,881549,2020,7,5,3864,80,438.0,5.66,-0.597,-0.27,-0.179,-0.654,-0.537,0.21600000000000003,-0.252
1338,25,Boston,MA,Massachusetts,25,803907,2020,7,5,19985,13,2486.0,3.38,-0.401,-0.16699999999999998,0.307,-0.626,-0.447,0.141,-0.161
1539,28,Denver,CO,Colorado,8,727211,2020,7,5,7344,25,1010.0,6.62,-0.267,-0.0443,0.369,-0.48,-0.371,0.09,-0.102
1740,38,Miami,FL,Florida,12,2716940,2020,7,5,47010,2282,1730.0,69.9,-0.281,-0.151,-0.44,-0.514,-0.313,0.131,-0.161
1941,48,Honolulu,HI,Hawaii,15,974563,2020,7,5,744,24,76.3,1.58,-0.28,-0.12300000000000001,-0.21899999999999997,-0.537,-0.307,0.11599999999999999,-0.138
131,1,Los Angeles,CA,California,6,10039107,2020,7,4,113497,3187,1131.0,25.8,-0.319,-0.10300000000000001,-0.0943,-0.387,-0.363,0.13,-0.16
332,2,New York City,NY,New York,36,8336817,2020,7,4,221395,367,2656.0,3.83,-0.355,-0.0853,0.662,-0.457,-0.433,0.134,-0.156
533,7,Dallas,TX,Texas,48,2635516,2020,7,4,24778,1103,940.0,28.1,-0.213,-0.0657,0.0971,-0.32,-0.366,0.11,-0.133
734,9,Seattle,WA,Washington,53,2252782,2020,7,4,10786,65,479.0,6.12,-0.317,-0.113,0.573,-0.506,-0.47100000000000003,0.15,-0.172
935,13,Detroit,MI,Michigan,26,1749343,2020,7,4,23147,69,1323.0,4.44,-0.07,-0.00143,,-0.281,-0.353,0.0643,-0.0704
1136,21,San Francisco,CA,California,6,881549,2020,7,4,3784,62,429.0,5.07,-0.603,-0.27399999999999997,-0.159,-0.6559999999999999,-0.54,0.21899999999999997,-0.258
1337,25,Boston,MA,Massachusetts,25,803907,2020,7,4,19972,36,2484.0,3.7,-0.419,-0.179,0.303,-0.636,-0.46,0.146,-0.171
1538,28,Denver,CO,Colorado,8,727211,2020,7,4,7319,37,1006.0,7.31,-0.28300000000000003,-0.0429,0.354,-0.493,-0.381,0.0929,-0.107
1739,38,Miami,FL,Florida,12,2716940,2020,7,4,44728,2418,1646.0,69.2,-0.29,-0.14400000000000002,-0.434,-0.519,-0.32299999999999995,0.133,-0.163
1940,48,Honolulu,HI,Hawaii,15,974563,2020,7,4,720,19,73.9,1.57,-0.297,-0.127,-0.231,-0.547,-0.319,0.12,-0.146
130,1,Los Angeles,CA,California,6,10039107,2020,7,3,110310,2643,1099.0,24.3,-0.287,-0.0814,-0.0586,-0.376,-0.366,0.131,-0.158
331,2,New York City,NY,New York,36,8336817,2020,7,3,221028,461,2651.0,3.82,-0.342,-0.0716,0.501,-0.46,-0.43700000000000006,0.14,-0.16399999999999998
532,7,Dallas,TX,Texas,48,2635516,2020,7,3,23675,1085,898.0,25.2,-0.18600000000000003,-0.0443,0.109,-0.31,-0.366,0.11,-0.13
733,9,Seattle,WA,Washington,53,2252782,2020,7,3,10721,123,476.0,6.49,-0.293,-0.0986,0.451,-0.507,-0.47600000000000003,0.154,-0.17800000000000002
934,13,Detroit,MI,Michigan,26,1749343,2020,7,3,23078,63,1319.0,4.7,-0.0286,0.0286,,-0.276,-0.354,0.0671,-0.07200000000000001
1135,21,San Francisco,CA,California,6,881549,2020,7,3,3722,0,422.0,5.17,-0.593,-0.259,-0.153,-0.653,-0.5429999999999999,0.21600000000000003,-0.255
1336,25,Boston,MA,Massachusetts,25,803907,2020,7,3,19936,44,2480.0,4.07,-0.40299999999999997,-0.16,0.19,-0.637,-0.46299999999999997,0.149,-0.174
1537,28,Denver,CO,Colorado,8,727211,2020,7,3,7282,54,1001.0,7.48,-0.253,-0.0143,0.429,-0.484,-0.387,0.0914,-0.10400000000000001
1738,38,Miami,FL,Florida,12,2716940,2020,7,3,42310,2046,1557.0,63.7,-0.26899999999999996,-0.126,-0.423,-0.514,-0.33,0.136,-0.162
1939,48,Honolulu,HI,Hawaii,15,974563,2020,7,3,701,25,71.9,1.36,-0.271,-0.11,-0.196,-0.546,-0.34600000000000003,0.126,-0.14800000000000002
129,1,Los Angeles,CA,California,6,10039107,2020,7,2,107667,2160,1072.0,23.1,-0.294,-0.10400000000000001,-0.0629,-0.373,-0.33899999999999997,0.126,-0.152
330,2,New York City,NY,New York,36,8336817,2020,7,2,220567,424,2646.0,3.66,-0.348,-0.08,0.551,-0.45399999999999996,-0.42200000000000004,0.13699999999999998,-0.161
531,7,Dallas,TX,Texas,48,2635516,2020,7,2,22590,708,857.0,22.0,-0.193,-0.0614,0.11,-0.307,-0.33899999999999997,0.106,-0.126
732,9,Seattle,WA,Washington,53,2252782,2020,7,2,10598,240,470.0,6.24,-0.299,-0.113,0.47,-0.5,-0.456,0.153,-0.177
933,13,Detroit,MI,Michigan,26,1749343,2020,7,2,23015,136,1316.0,4.4,-0.0343,0.0071400000000000005,,-0.27699999999999997,-0.326,0.0629,-0.0679
1134,21,San Francisco,CA,California,6,881549,2020,7,2,3722,71,422.0,6.84,-0.597,-0.266,-0.166,-0.649,-0.53,0.21899999999999997,-0.258
1335,25,Boston,MA,Massachusetts,25,803907,2020,7,2,19892,39,2474.0,4.05,-0.41,-0.17300000000000001,0.21899999999999997,-0.634,-0.444,0.147,-0.17300000000000001
1536,28,Denver,CO,Colorado,8,727211,2020,7,2,7228,79,994.0,7.72,-0.259,-0.0343,0.38299999999999995,-0.48,-0.361,0.09,-0.102
1737,38,Miami,FL,Florida,12,2716940,2020,7,2,40264,2304,1482.0,61.0,-0.273,-0.139,-0.409,-0.506,-0.303,0.129,-0.155
1938,48,Honolulu,HI,Hawaii,15,974563,2020,7,2,676,17,69.4,1.19,-0.27899999999999997,-0.124,-0.209,-0.537,-0.301,0.11599999999999999,-0.138
128,1,Los Angeles,CA,California,6,10039107,2020,7,1,105507,1978,1051.0,22.8,-0.301,-0.11599999999999999,-0.0643,-0.376,-0.336,0.127,-0.154
329,2,New York City,NY,New York,36,8336817,2020,7,1,220143,299,2641.0,3.52,-0.361,-0.0896,0.53,-0.45799999999999996,-0.423,0.141,-0.166
530,7,Dallas,TX,Texas,48,2635516,2020,7,1,21882,544,830.0,20.3,-0.19699999999999998,-0.0686,0.133,-0.309,-0.33399999999999996,0.106,-0.126
731,9,Seattle,WA,Washington,53,2252782,2020,7,1,10358,160,460.0,5.42,-0.307,-0.121,0.546,-0.5,-0.45399999999999996,0.154,-0.17800000000000002
932,13,Detroit,MI,Michigan,26,1749343,2020,7,1,22879,88,1308.0,4.34,-0.0429,-0.00571,,-0.284,-0.32299999999999995,0.0643,-0.0693
1133,21,San Francisco,CA,California,6,881549,2020,7,1,3651,45,414.0,6.47,-0.604,-0.27699999999999997,-0.174,-0.6509999999999999,-0.529,0.22399999999999998,-0.264
1334,25,Boston,MA,Massachusetts,25,803907,2020,7,1,19853,34,2470.0,4.0,-0.423,-0.18100000000000002,0.203,-0.639,-0.444,0.151,-0.177
1535,28,Denver,CO,Colorado,8,727211,2020,7,1,7149,58,983.0,7.35,-0.26899999999999996,-0.0471,0.374,-0.483,-0.359,0.0943,-0.107
1736,38,Miami,FL,Florida,12,2716940,2020,7,1,37960,1141,1397.0,53.5,-0.27899999999999997,-0.14400000000000002,-0.40299999999999997,-0.506,-0.301,0.13,-0.157
1937,48,Honolulu,HI,Hawaii,15,974563,2020,7,1,659,7,67.6,1.1,-0.289,-0.141,-0.21600000000000003,-0.5429999999999999,-0.299,0.11699999999999999,-0.139
127,1,Los Angeles,CA,California,6,10039107,2020,6,30,103529,2757,1031.0,21.7,-0.307,-0.12,-0.0629,-0.379,-0.336,0.129,-0.155
328,2,New York City,NY,New York,36,8336817,2020,6,30,219844,174,2637.0,3.5,-0.368,-0.09,0.564,-0.45799999999999996,-0.424,0.142,-0.16699999999999998
529,7,Dallas,TX,Texas,48,2635516,2020,6,30,21338,601,810.0,19.5,-0.19899999999999998,-0.0729,0.13699999999999998,-0.31,-0.33299999999999996,0.106,-0.126
730,9,Seattle,WA,Washington,53,2252782,2020,6,30,10198,127,453.0,5.24,-0.311,-0.124,0.613,-0.5,-0.45399999999999996,0.154,-0.17800000000000002
931,13,Detroit,MI,Michigan,26,1749343,2020,6,30,22791,105,1303.0,4.27,-0.05,-0.0143,,-0.29100000000000004,-0.32299999999999995,0.0657,-0.0709
1132,21,San Francisco,CA,California,6,881549,2020,6,30,3606,42,409.0,6.22,-0.609,-0.281,-0.166,-0.6509999999999999,-0.529,0.226,-0.266
1333,25,Boston,MA,Massachusetts,25,803907,2020,6,30,19819,24,2465.0,3.87,-0.431,-0.18600000000000003,0.214,-0.6409999999999999,-0.446,0.154,-0.18100000000000002
1534,28,Denver,CO,Colorado,8,727211,2020,6,30,7091,26,975.0,7.68,-0.27699999999999997,-0.0543,0.36,-0.48700000000000004,-0.359,0.0971,-0.11
1735,38,Miami,FL,Florida,12,2716940,2020,6,30,36819,1598,1355.0,52.6,-0.281,-0.14400000000000002,-0.396,-0.503,-0.3,0.13,-0.157
1936,48,Honolulu,HI,Hawaii,15,974563,2020,6,30,652,14,66.9,1.19,-0.294,-0.151,-0.22,-0.547,-0.3,0.12,-0.14300000000000002
126,1,Los Angeles,CA,California,6,10039107,2020,6,29,100772,2878,1004.0,21.1,-0.311,-0.121,-0.06,-0.377,-0.337,0.13,-0.157
327,2,New York City,NY,New York,36,8336817,2020,6,29,219670,189,2635.0,3.74,-0.374,-0.0879,0.599,-0.457,-0.426,0.142,-0.166
528,7,Dallas,TX,Texas,48,2635516,2020,6,29,20737,572,787.0,18.6,-0.201,-0.0757,0.0986,-0.317,-0.336,0.11,-0.13
729,9,Seattle,WA,Washington,53,2252782,2020,6,29,10071,168,447.0,5.05,-0.313,-0.12300000000000001,0.721,-0.496,-0.457,0.153,-0.177
930,13,Detroit,MI,Michigan,26,1749343,2020,6,29,22686,41,1297.0,3.94,-0.0571,-0.0186,,-0.3,-0.326,0.0686,-0.0737
1131,21,San Francisco,CA,California,6,881549,2020,6,29,3564,49,404.0,6.09,-0.614,-0.28300000000000003,-0.171,-0.65,-0.531,0.22899999999999998,-0.268
1332,25,Boston,MA,Massachusetts,25,803907,2020,6,29,19795,0,2462.0,4.05,-0.431,-0.183,0.284,-0.639,-0.447,0.153,-0.179
1533,28,Denver,CO,Colorado,8,727211,2020,6,29,7065,58,972.0,7.9,-0.284,-0.0571,0.361,-0.48700000000000004,-0.363,0.0986,-0.111
1734,38,Miami,FL,Florida,12,2716940,2020,6,29,35221,1508,1296.0,47.2,-0.28300000000000003,-0.146,-0.39,-0.499,-0.3,0.13,-0.157
1935,48,Honolulu,HI,Hawaii,15,974563,2020,6,29,638,2,65.5,1.03,-0.299,-0.16,-0.22,-0.547,-0.303,0.121,-0.14400000000000002
125,1,Los Angeles,CA,California,6,10039107,2020,6,28,97894,2523,975.0,20.6,-0.316,-0.124,-0.0586,-0.377,-0.34,0.13,-0.157
326,2,New York City,NY,New York,36,8336817,2020,6,28,219481,324,2633.0,3.93,-0.382,-0.092,0.604,-0.46,-0.431,0.14300000000000002,-0.168
527,7,Dallas,TX,Texas,48,2635516,2020,6,28,20165,570,765.0,18.0,-0.201,-0.0757,0.0843,-0.32,-0.33899999999999997,0.111,-0.132
728,9,Seattle,WA,Washington,53,2252782,2020,6,28,9903,82,440.0,4.23,-0.316,-0.12300000000000001,0.763,-0.494,-0.46,0.153,-0.177
929,13,Detroit,MI,Michigan,26,1749343,2020,6,28,22645,42,1294.0,3.94,-0.0643,-0.0229,,-0.309,-0.33,0.07,-0.0754
1130,21,San Francisco,CA,California,6,881549,2020,6,28,3515,44,399.0,7.36,-0.62,-0.28600000000000003,-0.18100000000000002,-0.65,-0.534,0.23,-0.27
1331,25,Boston,MA,Massachusetts,25,803907,2020,6,28,19795,31,2462.0,4.34,-0.429,-0.179,0.349,-0.637,-0.45,0.151,-0.17800000000000002
1532,28,Denver,CO,Colorado,8,727211,2020,6,28,7007,60,964.0,7.41,-0.287,-0.0614,0.36700000000000005,-0.49,-0.36700000000000005,0.1,-0.113
1733,38,Miami,FL,Florida,12,2716940,2020,6,28,33713,2152,1241.0,41.7,-0.284,-0.149,-0.386,-0.49700000000000005,-0.303,0.13,-0.157
1934,48,Honolulu,HI,Hawaii,15,974563,2020,6,28,636,23,65.3,1.03,-0.303,-0.16699999999999998,-0.221,-0.547,-0.307,0.12300000000000001,-0.146
124,1,Los Angeles,CA,California,6,10039107,2020,6,27,95371,2139,950.0,19.5,-0.317,-0.114,-0.0557,-0.376,-0.33899999999999997,0.127,-0.151
325,2,New York City,NY,New York,36,8336817,2020,6,27,219157,358,2629.0,4.03,-0.389,-0.0886,0.629,-0.46399999999999997,-0.433,0.142,-0.165
526,7,Dallas,TX,Texas,48,2635516,2020,6,27,19595,561,743.0,17.1,-0.2,-0.0686,0.0671,-0.319,-0.34,0.11,-0.129
727,9,Seattle,WA,Washington,53,2252782,2020,6,27,9821,124,436.0,4.15,-0.317,-0.12,0.777,-0.496,-0.461,0.15,-0.171
928,13,Detroit,MI,Michigan,26,1749343,2020,6,27,22603,100,1292.0,4.04,-0.0714,-0.0143,,-0.314,-0.336,0.07,-0.0754
1129,21,San Francisco,CA,California,6,881549,2020,6,27,3471,68,394.0,6.64,-0.621,-0.28600000000000003,-0.19,-0.6509999999999999,-0.537,0.22899999999999998,-0.267
1330,25,Boston,MA,Massachusetts,25,803907,2020,6,27,19764,57,2458.0,4.19,-0.423,-0.16399999999999998,0.431,-0.634,-0.45,0.147,-0.16899999999999998
1531,28,Denver,CO,Colorado,8,727211,2020,6,27,6947,46,955.0,6.76,-0.293,-0.0571,0.359,-0.493,-0.36700000000000005,0.0986,-0.11
1732,38,Miami,FL,Florida,12,2716940,2020,6,27,31561,1366,1162.0,34.1,-0.28300000000000003,-0.141,-0.39299999999999996,-0.49700000000000005,-0.303,0.127,-0.151
1933,48,Honolulu,HI,Hawaii,15,974563,2020,6,27,613,5,62.9,0.821,-0.3,-0.157,-0.226,-0.5489999999999999,-0.309,0.121,-0.14300000000000002
123,1,Los Angeles,CA,California,6,10039107,2020,6,26,93232,1765,929.0,19.4,-0.316,-0.106,-0.06,-0.376,-0.337,0.126,-0.14800000000000002
324,2,New York City,NY,New York,36,8336817,2020,6,26,218799,370,2624.0,4.07,-0.39,-0.0779,0.715,-0.46399999999999997,-0.43,0.14,-0.163
525,7,Dallas,TX,Texas,48,2635516,2020,6,26,19034,496,722.0,16.2,-0.19399999999999998,-0.0586,0.0586,-0.319,-0.34,0.109,-0.126
726,9,Seattle,WA,Washington,53,2252782,2020,6,26,9697,83,430.0,3.8,-0.313,-0.11,0.8440000000000001,-0.494,-0.45899999999999996,0.149,-0.16899999999999998
927,13,Detroit,MI,Michigan,26,1749343,2020,6,26,22503,27,1286.0,3.96,-0.0729,-0.00286,,-0.316,-0.33299999999999996,0.0686,-0.0729
1128,21,San Francisco,CA,California,6,881549,2020,6,26,3403,103,386.0,5.56,-0.62,-0.28300000000000003,-0.18100000000000002,-0.6509999999999999,-0.531,0.22699999999999998,-0.265
1329,25,Boston,MA,Massachusetts,25,803907,2020,6,26,19707,43,2451.0,3.8,-0.423,-0.156,0.496,-0.633,-0.447,0.14400000000000002,-0.16399999999999998
1530,28,Denver,CO,Colorado,8,727211,2020,6,26,6901,66,949.0,6.6,-0.293,-0.0543,0.359,-0.499,-0.363,0.0986,-0.11
1731,38,Miami,FL,Florida,12,2716940,2020,6,26,30195,1532,1111.0,30.6,-0.27699999999999997,-0.129,-0.39,-0.496,-0.3,0.126,-0.14800000000000002
1932,48,Honolulu,HI,Hawaii,15,974563,2020,6,26,608,13,62.4,0.836,-0.29600000000000004,-0.149,-0.223,-0.547,-0.306,0.121,-0.14300000000000002
122,1,Los Angeles,CA,California,6,10039107,2020,6,25,91467,1977,911.0,18.8,-0.314,-0.10099999999999999,-0.0571,-0.376,-0.337,0.124,-0.147
323,2,New York City,NY,New York,36,8336817,2020,6,25,218429,340,2620.0,4.14,-0.397,-0.0771,0.722,-0.46799999999999997,-0.43200000000000005,0.142,-0.16399999999999998
524,7,Dallas,TX,Texas,48,2635516,2020,6,25,18538,403,703.0,15.7,-0.18899999999999997,-0.0557,0.0557,-0.319,-0.34,0.106,-0.12300000000000001
725,9,Seattle,WA,Washington,53,2252782,2020,6,25,9614,110,427.0,3.96,-0.311,-0.106,0.857,-0.494,-0.45899999999999996,0.147,-0.16699999999999998
926,13,Detroit,MI,Michigan,26,1749343,2020,6,25,22476,129,1285.0,4.18,-0.0714,0.0042899999999999995,,-0.316,-0.33399999999999996,0.0671,-0.0715
1127,21,San Francisco,CA,California,6,881549,2020,6,25,3300,48,374.0,4.49,-0.619,-0.27899999999999997,-0.17600000000000002,-0.6509999999999999,-0.531,0.22399999999999998,-0.262
